artistName,albumName,trackName,time
Kanye West,The Life Of Pablo,30 Hours,2023-03-17
Tyler The Creator,CALL ME IF YOU GET LOST,MANIFESTO (feat. Domo Genesis),2023-03-17
Baby Keem,The Melodic Blue,16,2023-03-17
Tyler The Creator,Potato Salad,Potato Salad,2023-03-17
Tyler The Creator,IGOR,PUPPET,2023-03-17
Drake,Her Loss,Privileged Rappers,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,These Walls,2023-03-17
Kendrick Lamar,"good kid m.A.A.d city","Sing About Me I'm Dying Of Thirst",2023-03-17
Denzel Curry,Melt My Eyez See Your Future,Chrome Hearts [Feat. Zacari],2023-03-17
Odd Future,The OF Tape Vol. 2,Oldie,2023-03-17
Kid Cudi,Man On The Moon: The End Of Day,Simple As...,2023-03-17
Travis Scott,ESCAPE PLAN / MAFIA,MAFIA,2023-03-17
Kanye West,Late Registration,Drive Slow,2023-03-17
Little Simz,NO THANK YOU,Angel,2023-03-17
Future,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),2023-03-17
Drake,More Life,Do Not Disturb,2023-03-17
Lil Nas X,MONTERO,DEAD RIGHT NOW,2023-03-17
The Weeknd,Starboy,Sidewalks,2023-03-17
Drake,Certified Lover Boy,Champagne Poetry,2023-03-17
Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Mojo So Dope,2023-03-17
Drake,Her Loss,I Guess It’s Fuck Me,2023-03-17
Travis Scott,Rodeo (Expanded Edition),90210 (feat. Kacy Hill),2023-03-17
Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,2023-03-17
A$AP Rocky,AT.LONG.LAST.A$AP,Jukebox Joints (feat. Joe Fox & Kanye West),2023-03-17
Denzel Curry,Melt My Eyez See Your Future,X-Wing - Cold Blooded Soul Version,2023-03-17
Sufjan Stevens,Mystery of Love,Mystery of Love,2023-03-17
Tyler The Creator,CALL ME IF YOU GET LOST,SAFARI,2023-03-17
Frank Ocean,Chanel,Chanel,2023-03-17
Dreamville,Creed III: The Soundtrack,Adonis Interlude (The Montage) (with J. Cole),2023-03-17
Tyler The Creator,CALL ME IF YOU GET LOST,WILSHIRE,2023-03-17
Tyler The Creator,Flower Boy,Garden Shed (feat. Estelle),2023-03-17
Tyler The Creator,IGOR,"GONE GONE / THANK YOU",2023-03-17
Frank Ocean,Blonde,Godspeed,2023-03-17
Frank Ocean,channel ORANGE,Thinkin Bout You,2023-03-17
Frank Ocean,channel ORANGE,Thinkin Bout You,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,Wesley's Theory,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,For Free? - Interlude,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,King Kunta,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,Institutionalized,2023-03-17
Kendrick Lamar,To Pimp A Butterfly,These Walls,2023-03-17
Drake,More Life,Passionfruit,2023-03-17
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,2023-03-17
Aphex Twin,Selected Ambient Works 85-92,Ageispolis,2023-03-17
Daft Punk,Discovery,One More Time,2023-03-17
Daft Punk,Discovery,One More Time,2023-03-17
Drake,"Honestly Nevermind",Flight's Booked,2023-03-17
Daft Punk,Discovery,"Harder Better Faster Stronger",2023-03-17
FKA twigs,CAPRISONGS,papi bones (feat. shygirl),2023-03-18
Beyoncé,RENAISSANCE,SUMMER RENAISSANCE,2023-03-18
Drake,"Honestly Nevermind",Overdrive,2023-03-18
FKA twigs,CAPRISONGS,honda (feat. pa salieu),2023-03-18
Childish Gambino,"""Awaken My Love!""",Me and Your Mama,2023-03-18
Childish Gambino,"""Awaken My Love!""",Have Some Love,2023-03-18
Daft Punk,Discovery,Something About Us,2023-03-18
Frank Ocean,Blonde,Nikes,2023-03-18
Frank Ocean,Blonde,Ivy,2023-03-18
Frank Ocean,Blonde,Pink + White,2023-03-18
Kanye West,JESUS IS KING,Follow God,2023-03-18
Kanye West,Donda,Off The Grid,2023-03-18
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,2023-03-18
The Carters,EVERYTHING IS LOVE,APESHIT,2023-03-18
Pusha T,DAYTONA,What Would Meek Do?,2023-03-18
Migos,Culture II,Stir Fry,2023-03-18
Kanye West,Lift Yourself,Lift Yourself,2023-03-18
Kanye West,XTCY,XTCY,2023-03-18
Pusha T,DAYTONA,What Would Meek Do?,2023-03-18
Kanye West,Graduation,Big Brother,2023-03-18
Kanye West,Yeezus,Guilt Trip,2023-03-18
Kanye West,My Beautiful Dark Twisted Fantasy,So Appalled,2023-03-18
Shakira,"Oral Fixation Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),2023-03-18
Shakira,Sale el Sol,Waka Waka (This Time for Africa) - K-Mix,2023-03-18
Rihanna,Loud,S&M,2023-03-18
The Game,DRILLMATIC Heart vs. Mind,"Fortunate (Feat. Kanye West Dreezy & CHILLER)",2023-03-18
Nicki Minaj,Red Ruby Da Sleeze,Red Ruby Da Sleeze,2023-03-18
A$AP Rocky,AT.LONG.LAST.A$AP,L$D,2023-03-18
Yung Lean,Unknown Death 2002,Hurt,2023-03-18
A$AP Rocky,TESTING,"Black Tux White Collar",2023-03-18
Frank Ocean,Lens,Lens,2023-03-18
Kanye West,ye,Ghost Town,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,United In Grief,2023-03-18
Kanye West,ye,I Thought About Killing You,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Die Hard,2023-03-18
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Reborn,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Count Me Out,2023-03-18
Denzel Curry,Melt My Eyez See Your Future,Melt Session #1 [Feat. Robert Glasper],2023-03-18
Kendrick Lamar,DAMN.,FEEL.,2023-03-18
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Fire,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Rich Spirit,2023-03-18
Kanye West,ye,No Mistakes,2023-03-18
A$AP Rocky,TESTING,Purity (feat. Frank Ocean),2023-03-18
Ms. Lauryn Hill,MTV Unplugged No. 2.0,I Gotta Find Peace of Mind - Live,2023-03-18
Chance the Rapper,The Highs & The Lows,The Highs & The Lows,2023-03-18
Dreamville,Revenge Of The Dreamers III,Self Love (with Ari Lennox & Bas feat. Baby Rose),2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Crown,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Silent Hill,2023-03-18
Denzel Curry,Melt My Eyez See Your Future,Mental [Feat. Saul Williams & Bridget Perez],2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Savior,2023-03-18
Kanye West,Graduation,Everything I Am,2023-03-18
Stormzy,This Is What I Mean,Sampha's Plea,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Mother I Sober (feat. Beth Gibbons of Portishead),2023-03-18
A$AP Rocky,TESTING,"A$AP Forever REMIX (feat. Moby T.I. & Kid Cudi)",2023-03-18
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Cudi Montage,2023-03-18
Kid Cudi,The Boy Who Flew To The Moon,love.,2023-03-18
Kanye West,Donda,24,2023-03-18
Steve Lacy,Apollo XXI,Like Me,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Auntie Diaries,2023-03-18
A$AP Rocky,TESTING,Changes,2023-03-18
Steve Lacy,The Lo-Fis,Thats No Fun,2023-03-18
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Feel The Love,2023-03-18
Denzel Curry,Melt My Eyez See Your Future,Walkin,2023-03-18
Kali Uchis,Isolation,"After The Storm (feat. Tyler The Creator & Bootsy Collins)",2023-03-18
Steve Lacy,Apollo XXI,Only If,2023-03-18
JAY-Z,4:44,Smile,2023-03-18
Kendrick Lamar,Mr. Morale & The Big Steppers,Mirror,2023-03-18
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),2023-03-18
ROSALÍA,MOTOMAMI,SAOKO,2023-03-18
Tyler The Creator,CALL ME IF YOU GET LOST,SAFARI,2023-03-18
A$AP Rocky,TESTING,Purity (feat. Frank Ocean),2023-03-19
Ms. Lauryn Hill,MTV Unplugged No. 2.0,I Gotta Find Peace of Mind - Live,2023-03-19
Björk,Vespertine,Unison,2023-03-19
FKA twigs,MAGDALENE,cellophane,2023-03-19
Grimes,Visions,Infinite Love Without Fulfilment,2023-03-19
Björk,Vespertine,Hidden Place,2023-03-19
Björk,Vespertine,Sun in My Mouth,2023-03-19
Björk,Vespertine,Aurora,2023-03-19
Björk,Vespertine,Heirloom,2023-03-19
FKA twigs,MAGDALENE,home with you,2023-03-19
Björk,Post,Isobel,2023-03-19
Björk,Post,I Miss You,2023-03-19
Björk,Post,Cover Me,2023-03-19
FKA twigs,LP1,Closer,2023-03-19
Caroline Polachek,Pang,The Gate,2023-03-19
Quelle Chris,Deathfame,How Could They Love Something Like Me?,2023-03-19
Björk,Vespertine,Cocoon,2023-03-19
Björk,Vespertine,It's Not up to You,2023-03-19
Björk,Vespertine,Pagan Poetry,2023-03-19
Björk,Vespertine,Harm of Will,2023-03-19
Björk,Vespertine,Unison,2023-03-19
FKA twigs,MAGDALENE,sad day,2023-03-19
FKA twigs,CAPRISONGS,ride the dragon,2023-03-19
FKA twigs,CAPRISONGS,careless (feat. daniel caesar),2023-03-19
FKA twigs,CAPRISONGS,minds of men,2023-03-19
FKA twigs,LP1,Two Weeks,2023-03-19
FKA twigs,LP1,Hours,2023-03-19
FKA twigs,LP1,Give Up,2023-03-19
Caroline Polachek,Billions,Long Road Home,2023-03-19
Björk,Homogenic,All Is Full of Love,2023-03-19
Björk,Vespertine,Undo,2023-03-19
Björk,Vulnicura,Stonemilker,2023-03-19
Björk,Vulnicura,Lionsong,2023-03-19
Björk,Vulnicura,Black Lake,2023-03-19
FKA twigs,MAGDALENE,thousand eyes,2023-03-19
FKA twigs,MAGDALENE,fallen alien,2023-03-19
FKA twigs,MAGDALENE,cellophane,2023-03-19
FKA twigs,CAPRISONGS,oh my love,2023-03-19
FKA twigs,CAPRISONGS,jealousy (feat. rema),2023-03-19
Björk,Post,You've Been Flirting Again,2023-03-19
FKA twigs,LP1,Pendulum,2023-03-19
FKA twigs,LP1,Numbers,2023-03-19
Caroline Polachek,Pang,I Give Up,2023-03-19
Björk,Homogenic,Joga,2023-03-19
Björk,Homogenic,Unravel,2023-03-19
Björk,Vulnicura,Notget,2023-03-19
Björk,Vulnicura,Atom Dance,2023-03-19
Björk,Vulnicura,Mouth Mantra,2023-03-19
FKA twigs,MAGDALENE,mirrored heart,2023-03-19
FKA twigs,MAGDALENE,daybed,2023-03-19
FKA twigs,CAPRISONGS,meta angel,2023-03-19
FKA twigs,CAPRISONGS,lightbeamers,2023-03-19
FKA twigs,CAPRISONGS,thank you song,2023-03-19
Björk,Post,Headphones,2023-03-19
FKA twigs,LP1,Kicks,2023-03-19
FKA twigs,EP1,Hide,2023-03-19
Caroline Polachek,Pang,Go As a Dream,2023-03-19
Björk,Homogenic,Immature,2023-03-19
Frank Ocean,Blonde,Good Guy,2023-03-19
Kanye West,The Life Of Pablo,30 Hours,2023-03-19
Grimes,Visions,Genesis,2023-03-19
Grimes,Visions,Infinite Love Without Fulfilment,2023-03-19
Grimes,Visions,Oblivion,2023-03-19
Grimes,Visions,Circumambient,2023-03-19
Grimes,Visions,Vowels = Space and Time,2023-03-19
Grimes,Visions,Visiting Statue,2023-03-19
Grimes,Visions,Be A Body,2023-03-19
Grimes,Visions,Colour of Moonlight (Antiochus),2023-03-19
Grimes,Visions,Symphonia IX (My Wait Is U),2023-03-19
Grimes,Visions,Skin,2023-03-19
Grimes,Visions,Know the Way,2023-03-19
John Mayer,Paradise Valley,Wildfire (feat. Frank Ocean),2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,N95,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Mirror,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Auntie Diaries,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Worldwide Steppers,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Father Time (feat. Sampha),2023-03-19
Mac DeMarco,Salad Days,Go Easy,2023-03-19
Frank Ocean,Blonde,Be Yourself,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Rich Spirit,2023-03-19
Kanye West,The Life Of Pablo,Frank's Track,2023-03-19
Rihanna,ANTI,Consideration,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,United In Grief,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,United In Grief,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,N95,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Worldwide Steppers,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Die Hard,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Father Time (feat. Sampha),2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Rich - Interlude,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Rich Spirit,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,We Cry Together,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Purple Hearts,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Count Me Out,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Crown,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Silent Hill,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Savior - Interlude,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Savior,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Auntie Diaries,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Mr. Morale,2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Mother I Sober (feat. Beth Gibbons of Portishead),2023-03-19
Kendrick Lamar,Mr. Morale & The Big Steppers,Mirror,2023-03-19
Portishead,Dummy,Mysterons,2023-03-19
Portishead,Dummy,Sour Times,2023-03-19
Portishead,Dummy,Strangers,2023-03-19
Portishead,Dummy,It Could Be Sweet,2023-03-19
Tyler The Creator,I Know NIGO!,"Come On Let's Go (with Nigo)",2023-03-19
Björk,Vulnicura,Stonemilker,2023-03-19
Björk,Vulnicura,Lionsong,2023-03-19
Björk,Vulnicura,History of Touches,2023-03-19
Björk,Vulnicura,Black Lake,2023-03-19
Björk,Vulnicura,Family,2023-03-19
Björk,Vulnicura,Notget,2023-03-19
Kendrick Lamar,DAMN.,LOYALTY. FEAT. RIHANNA.,2023-03-19
Kendrick Lamar,DAMN.,PRIDE.,2023-03-19
Ice Spice,Like..?,Princess Diana,2023-03-20
BROCKHAMPTON,SATURATION,FACE,2023-03-20
Yung Lean,Lavender,Ginseng Strip 2002,2023-03-20
A$AP Rocky,TESTING,Gunz N Butter (feat. Juicy J),2023-03-20
Solange,When I Get Home,Things I Imagined,2023-03-20
A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Hell (feat. Santigold),2023-03-20
Vegyn,Don't Follow Me Because I'm Lost Too!!,Big Fun Never Ending Nightmare [75 BPM],2023-03-20
Yung Lean,Kyoto,Kyoto,2023-03-20
Vegyn,Only Diamonds Cut Diamonds,Debold,2023-03-20
FKA twigs,LP1,Pendulum,2023-03-20
Frank Ocean,Blonde,Nikes,2023-03-20
Frank Ocean,Blonde,Ivy,2023-03-20
Frank Ocean,Blonde,Pink + White,2023-03-20
Frank Ocean,Blonde,Be Yourself,2023-03-20
